0.000000000000000000e+00	0.000000000000000000e+00	4.684170914462644448e-06	0.000000000000000000e+00	2.829517355750722901e-06	0.000000000000000000e+00	-2.693889640600455365e-07	0.000000000000000000e+00	-4.615013852548614479e-06	0.000000000000000000e+00	-1.020971183149551182e-05	0.000000000000000000e+00	-1.705840277057211454e-05	0.000000000000000000e+00	-2.518133346861542075e-05	0.000000000000000000e+00	-3.454871732193603718e-05	0.000000000000000000e+00	-4.519862452318494677e-05	0.000000000000000000e+00	-5.711773238725017984e-05	0.000000000000000000e+00	-7.030736245128453772e-05	0.000000000000000000e+00
2.899999999999999245e-01	0.000000000000000000e+00	2.900042333835746167e-01	0.000000000000000000e+00	2.900023789497731541e-01	0.000000000000000000e+00	2.899992808535165612e-01	0.000000000000000000e+00	2.899949367330746930e-01	0.000000000000000000e+00	2.899893441779022307e-01	0.000000000000000000e+00	2.899824984960825414e-01	0.000000000000000000e+00	2.899743792140672127e-01	0.000000000000000000e+00	2.899650190046100806e-01	0.000000000000000000e+00	2.899543776698871311e-01	0.000000000000000000e+00	2.899424691174075086e-01	0.000000000000000000e+00	2.899292919461314844e-01	0.000000000000000000e+00
5.799999999999999600e-01	0.000000000000000000e+00	5.800036106171621020e-01	0.000000000000000000e+00	5.800017553644105650e-01	0.000000000000000000e+00	5.799986559977780010e-01	0.000000000000000000e+00	5.799943102471931677e-01	0.000000000000000000e+00	5.799887156737880689e-01	0.000000000000000000e+00	5.799818677634123176e-01	0.000000000000000000e+00	5.799737471482256934e-01	0.000000000000000000e+00	5.799643853784685055e-01	0.000000000000000000e+00	5.799537439292556940e-01	0.000000000000000000e+00	5.799418356496132132e-01	0.000000000000000000e+00	5.799286584190890270e-01	0.000000000000000000e+00
8.699999999999998845e-01	0.000000000000000000e+00	8.700028158716768267e-01	0.000000000000000000e+00	8.700009587612680395e-01	0.000000000000000000e+00	8.699978560438201836e-01	0.000000000000000000e+00	8.699935055285028529e-01	0.000000000000000000e+00	8.699879047758262152e-01	0.000000000000000000e+00	8.699810493992188309e-01	0.000000000000000000e+00	8.699729224690067042e-01	0.000000000000000000e+00	8.699635504042532164e-01	0.000000000000000000e+00	8.699529001535825090e-01	0.000000000000000000e+00	8.699409818642298564e-01	0.000000000000000000e+00	8.699277920564213451e-01	0.000000000000000000e+00
1.159999999999999920e+00	0.000000000000000000e+00	1.160001849147118680e+00	0.000000000000000000e+00	1.159999989140345411e+00	0.000000000000000000e+00	1.159996880991643442e+00	0.000000000000000000e+00	1.159992522577003804e+00	0.000000000000000000e+00	1.159986911484016447e+00	0.000000000000000000e+00	1.159980043403501915e+00	0.000000000000000000e+00	1.159971905176410578e+00	0.000000000000000000e+00	1.159962514081964269e+00	0.000000000000000000e+00	1.159951846342867521e+00	0.000000000000000000e+00	1.159939907761257327e+00	0.000000000000000000e+00	1.159926692858128439e+00	0.000000000000000000e+00
1.449999999999999734e+00	0.000000000000000000e+00	1.450001061528568336e+00	0.000000000000000000e+00	1.449999197639738391e+00	0.000000000000000000e+00	1.449996082127694041e+00	0.000000000000000000e+00	1.449991712754664430e+00	0.000000000000000000e+00	1.449986086898678028e+00	0.000000000000000000e+00	1.449979200102723631e+00	0.000000000000000000e+00	1.449971044000035736e+00	0.000000000000000000e+00	1.449961622574045927e+00	0.000000000000000000e+00	1.449950924661959739e+00	0.000000000000000000e+00	1.449938950364199286e+00	0.000000000000000000e+00	1.449925692445316994e+00	0.000000000000000000e+00
1.739999999999999769e+00	0.000000000000000000e+00	1.740000342313934745e+00	0.000000000000000000e+00	1.739998475182516158e+00	0.000000000000000000e+00	1.739995353601950345e+00	0.000000000000000000e+00	1.739990975209422919e+00	0.000000000000000000e+00	1.739985337126129128e+00	0.000000000000000000e+00	1.739978434812935904e+00	0.000000000000000000e+00	1.739970263649901705e+00	0.000000000000000000e+00	1.739960817357764311e+00	0.000000000000000000e+00	1.739950094468357689e+00	0.000000000000000000e+00	1.739938090771077528e+00	0.000000000000000000e+00	1.739924798128426042e+00	0.000000000000000000e+00
2.029999999999999361e+00	0.000000000000000000e+00	2.029999691503217907e+00	0.000000000000000000e+00	2.029997821768678268e+00	0.000000000000000000e+00	2.029994695414412575e+00	0.000000000000000000e+00	2.029990309941279047e+00	0.000000000000000000e+00	2.029984662166369969e+00	0.000000000000000000e+00	2.029977747534138732e+00	0.000000000000000000e+00	2.029969564126008486e+00	0.000000000000000000e+00	2.029960098433119420e+00	0.000000000000000000e+00	2.029949355762061369e+00	0.000000000000000000e+00	2.029937328981892275e+00	0.000000000000000000e+00	2.029924009907455584e+00	0.000000000000000000e+00
2.319999999999999840e+00	0.000000000000000000e+00	2.319999109096417822e+00	0.000000000000000000e+00	2.319997237398225387e+00	0.000000000000000000e+00	2.319994107565080288e+00	0.000000000000000000e+00	2.319989716950232594e+00	0.000000000000000000e+00	2.319984062019400550e+00	0.000000000000000000e+00	2.319977138266332339e+00	0.000000000000000000e+00	2.319968945428356744e+00	0.000000000000000000e+00	2.319959465800110809e+00	0.000000000000000000e+00	2.319948708543070559e+00	0.000000000000000000e+00	2.319936664996643305e+00	0.000000000000000000e+00	2.319923327782404954e+00	0.000000000000000000e+00
2.609999999999999876e+00	0.000000000000000000e+00	2.609998525668441260e+00	0.000000000000000000e+00	2.609996652601953571e+00	0.000000000000000000e+00	2.609993520461043826e+00	0.000000000000000000e+00	2.609989126470781962e+00	0.000000000000000000e+00	2.609983466769841165e+00	0.000000000000000000e+00	2.609976536942514080e+00	0.000000000000000000e+00	2.609968337633524094e+00	0.000000000000000000e+00	2.609958849216331700e+00	0.000000000000000000e+00	2.609948082566158956e+00	0.000000000000000000e+00	2.609936028439403977e+00	0.000000000000000000e+00	2.609922680406057349e+00	0.000000000000000000e+00
